ID;Vraag;Volwassenheidsniveau 1;Volwassenheidsniveau 2;Volwassenheidsniveau 3;Volwassenheidsniveau 4;Volwassenheidsniveau 5
OP.01;De organisatie heeft procedures voor geautomatiseerde jobprocessing. Taakactiviteiten worden gecontroleerd en omvatten het gebruik van interfaces tussen relevante systemen om te bevestigen dat de datatransmissies volledig, nauwkeurig en geldig zijn. En de resultaten van de back-ups om de succesvolle uitvoering te bevestigen. Storingen worden geregistreerd en opgelost via de procedure voor incidentmanagement. De mogelijkheid om taakschema’s, batchtaken en geautomatiseerde interfaces te wijzigen is beperkt tot geautoriseerde personen.;Er zijn geen procedures vastgesteld voor jobprocessing. We doen taken zonder plan, en niemand kijkt of het goed gaat.;Er zijn runbooks per afdeling die de belangrijkste taken en systemen beschrijven. Taken worden per afdeling geregeld, maar systemen werken niet samen. Problemen met taken of back-ups worden niet centraal bijgehouden.;Een runbook voor jobscheduling is beschikbaar en afgestemd op de doelstellingen van de school (overeengekomen door systeem- of proceseigenaar). Het runbook bevat gedetailleerde informatie en instructies. Jobprocessing en interfacebewaking worden centraal ingevoerd en beheerd, inclusief de correlatie tussen verschillende systemen. Uitzonderingen of afwijkingen in de jobprocessing worden geregistreerd via het incidentmanagementproces.;Rapportage over jobprocessing maakt deel uit van de rapportage over het servicelevel. We kijken minstens één keer per jaar of alles goed werkt, en maken het beter als dat nodig is.;We gebruiken speciale systemen om taken automatisch te doen en problemen op te lossen (zoals een herstart), afhankelijk van hoe belangrijk de taken zijn. Dit houdt alles snel en goed geregeld.
OP.02;De organisatie heeft een strategie ingevoerd voor het maken van back-ups van relevante data en programma’s. Back-up- en herstelprocedures zijn formeel gedefinieerd en ingevoerd voor alle daarvoor aangewezen systemen. Het back-upschema en de retentieperiode zijn in lijn met de door de organisatie geaccepteerde risico’s voor dataverlies, gebaseerd op de gevoeligheid van het systeem en de kosten voor handmatig herstel. Herstelprocedures worden periodiek getest en gedocumenteerd.;Er zijn geen procedures voor back-up en herstel. We doen niets om gegevens te bewaren, en weten niet wat we moeten doen als er iets misgaat.;Er zijn wat informele regels voor back-ups, maar die zijn niet vastgelegd of overal hetzelfde. We proberen wel iets te doen, maar het is niet goed geregeld.;Er zijn passende procedures en beleid voor de back-up van systemen, applicaties, data en documentatie, en deze nemen zowel organisatie- als beveiligingseisen in overweging. Beleid en procedures zijn in lijn met organisatiebehoeften en goedgekeurd door het schoolbestuur of de schoolleiding. De verantwoordelijkheden voor het maken, herstellen en bewaken van back-ups zijn duidelijk toegewezen. De prioriteit voor dataherstel is gebaseerd op eisen die de organisatie heeft bepaald en procedures voor de continuïteit van it-diensten.;Door middel van het risicomanagementmodel en it-servicecontinuïteitsplan wordt periodiek bepaald welke data essentieel is voor de organisatie. Er worden periodiek voldoende hersteltesten uitgevoerd om te garanderen dat alle componenten van back-ups effectief en correct hersteld kunnen worden. We kijken minstens één keer per jaar of alles goed werkt, en passen het aan.;De performance van het back-up- en herstelproces wordt periodiek aan het schoolbestuur of de schoolleiding gerapporteerd en indien nodig worden verbeteringen voorgesteld. De procedures zijn een belangrijk onderdeel van de disasterrecoveryplanning van de organisatie. Systemen, applicaties, gegevens en documentatie die door derden worden onderhouden of verwerkt, worden adequaat geback-upt of anderszins beveiligd. Teruggave van back-ups door derden is verplicht en escrow- of deponeringsregelingen worden overwogen.
OP.03;De organisatie heeft procedures ingevoerd om ervoor te zorgen dat de prestaties en capaciteit van it-services en de it-infrastructuur de overeengekomen servicedoelstellingen op een kosteneffectieve en tijdige manier kunnen realiseren. Capacity- en performancemanagement houdt rekening met alle middelen die nodig zijn om de it-service te leveren en met plannen voor korte, middellange en lange termijn businessrequirements, inclusief het voorspellen van toekomstige behoeften op basis van eisen voor werkbelasting, opslag en onvoorziene gebeurtenissen.;Er is geen manier om te kijken hoe goed onze it werkt of hoeveel we nodig hebben. We doen het zonder plan en weten niet wat er komt.;We hebben een simpele manier en systemen om te kijken hoe onze servers werken, maar dat doen we met de hand en alleen als er iets mis is. We schrijven het soms op.;We hebben een vaste manier en systemen om te kijken hoe goed onze it werkt, en dat doen we automatisch. We maken rapporten over hoe het gaat, vooral voor de meeste systemen. Dit helpt ons om te zien wat er mis kan gaan en een beetje te plannen voor later.;We hebben een slim plan en systemen die alles over onze it laten zien, passend bij wat de school nodig heeft. We kijken naar hoe systemen werken en hoeveel we nodig hebben, en maken automatische rapporten. We denken ook aan kosten en snelheid, en plannen voor de korte en lange termijn.;We kijken goed naar onze systemen en programma’s om te voorspellen wat we in de toekomst nodig hebben. Dit doen we netjes en vast, minstens één keer per jaar, om te zorgen dat alles goed blijft werken en klaar is voor wat komt.
BC.01;Business- en it-continuïteitsplannen dienen ontworpen te zijn om de impact van een grote verstoring op de belangrijkste bedrijfsfuncties en bedrijfsprocessen te verminderen. De plannen zijn gebaseerd op risicogericht inzicht in potentiële bedrijfsimpact en houden rekening met vereisten betreffende veerkracht en alternatieve verwerkings- en herstelmogelijkheden in alle kritieke it-services. De plannen omvatten ook gebruiksrichtlijnen, rollen en verantwoordelijkheden, procedures, communicatieprocessen en de testmethode.;Er is geen plan om te zorgen dat ons werk doorgaat als er iets groots misgaat. We hebben alleen een simpel herstelidee voor onze netwerken en systemen.;We hebben een simpele manier om plannen te maken voor als er iets misgaat, maar die is niet officieel en niet compleet. We weten een beetje wat de risico’s zijn, maar kunnen niet alles goed herstellen.;We hebben officiële plannen om te zorgen dat ons werk en it doorgaan, goedgekeurd door het schoolbestuur. We kijken naar risico’s en hoe groot de impact is, en maken plannen om snel weer te werken. Dit heeft stappen, taken, een crisisplan, communicatie en een testmanier.;Onze plannen hebben een rooster om te oefenen, zowel op papier als echt, en we maken het beter na elke test. Als er iets niet goed gaat, melden we dat, zodat we het kunnen oplossen.;We controleren onze plannen minstens één keer per jaar en maken ze beter. We melden aan het schoolbestuur wat niet goed is en hoe we het verbeteren, zodat alles klaar is voor problemen.
BC.02;Bedrijfs- en it-continuïteitsplannen worden regelmatig getest om zodat essentiële systemen en diensten effectief kunnen worden hersteld, tekortkomingen worden aangepakt en het plan relevant blijft. Dit vereist een zorgvuldige voorbereiding, documentatie, rapportage van de resultaten, en de implementatie van een actieplan. De mate van testherstel in afzonderlijke applicaties varieert van geïntegreerde testscenario's tot end-to-endtests en geïntegreerde leverancierstests.;We testen niet of alleen soms hoe we herstellen als er iets misgaat. We proberen wat losse dingen apart, zonder vast plan.;We testen ons herstelplan één keer per jaar, maar kijken alleen naar een paar belangrijke dingen apart. Het is niet goed samengevoegd.;We testen onze plannen officieel, minstens één keer per jaar, met vaste stappen om te herstellen. We maken een goed plan, schrijven alles op en doen wat nodig is als het niet goed gaat.;We testen alles samen, ook hoe we echt herstellen met alles wat we hebben. We weten dat het werkt omdat we het goed testen met leveranciers en alles klaar hebben.;We slagen altijd voor onze tests omdat we alles goed hebben geoefend. We sturen rapporten aan het schoolbestuur over hoe goed het werkt, en maken het steeds beter.
BC.03;Alle kritieke back-upmedia, documentatie en andere it-resources die nodig zijn in het kader van it-herstel- en bedrijfscontinuïteitsplannen worden offsite opgeslagen. De inhoud van back-upopslag wordt bepaald in samenspraak met de eigenaren van bedrijfsprocessen en it-medewerkers. Het beheer op de externe opslagfaciliteit werkt op basis van het beleid voor dataclassificatie en de gebruikelijk manier van mediaopslag van de organisatie. It-management zorgt ervoor dat offsite-arrangementen periodiek, ten minste jaarlijks, worden beoordeeld op inhoud, bescherming tegen omgevingsfactoren en beveiliging. De compatibiliteit van hardware en software voor het herstellen van gearchiveerde gegevens is gewaarborgd en gearchiveerde gegevens worden periodiek getest en ververst.;We bewaren back-ups niet apart, of maar een beetje. We doen niets extra als er iets misgaat met onze hoofdsystemen.;We weten een beetje welke back-ups we apart moeten bewaren, en praten daarover met proceseigenaren en it-mensen. We proberen ze veilig te houden.;We hebben een officieel overzicht van welke back-ups we apart bewaren, goedgekeurd door het schoolbestuur. We vertellen het management precies hoe we alles apart bewaren, zoals hoe we het brengen en terughalen.;We beheren apart bewaren goed, passend bij onze regels over hoe gevoelig gegevens zijn. We kijken minstens één keer per jaar of alles veilig is en of het werkt, en testen het.;We maken apart bewaren steeds beter. We gebruiken slimme systemen (zoals cloud) om alles meteen veilig te hebben, en zorgen dat het altijd werkt.
BC.04;Datareplicatie is opgezet tussen de productiefaciliteit van de organisatie en de disasterrecoveryfaciliteit, zodat kritieke financiële en operationele gegevens op korte termijn beschikbaar zijn. Replicatiestatus wordt gemonitord als onderdeel van het bewakingsproces voor systeemtaken.;Er is geen manier om gegevens te kopiëren voor noodgevallen.;Als er iets misgaat, kunnen we gegevens terugzetten met back-ups, maar we verliezen wat er na de laatste back-up is gebeurd.;We hebben een officieel plan om gegevens te kopiëren naar een herstelplek, goedgekeurd door het schoolbestuur. We weten welke gegevens belangrijk zijn en zorgen dat ze snel terug zijn.;We kijken of het kopiëren goed gaat, als onderdeel van ons systeemwerk. We testen minstens één keer per jaar of een deel ervan werkt.;We testen elke week een beetje en één keer per jaar alles, zodat we zeker weten dat we alles terug kunnen krijgen als het nodig is.
BC.05;De organisatie heeft crisismanagement ingericht om snel, grondig en gecoördineerd op incidenten te reageren, de gevolgen te verminderen en de dienstverlening binnen een redelijke tijd te herstellen.;Er is geen plan of manier om te reageren als er iets groots misgaat.;We hebben een simpele manier om te reageren bij een crisis, maar die is niet officieel. Er is een team, maar niemand weet precies wat te doen.;We hebben een officieel crisisplan dat past bij ons continuïteitsplan, zodat we snel weer kunnen werken. Iedereen weet wat ze moeten doen, en we oefenen soms.;We hebben vaste plannen voor wat we doen bij een crisis, zoals hoe we met de media praten. We oefenen één keer per jaar alles, ook wat we zeggen als het misgaat.;We maken ons crisisplan beter na elke oefening. We vertellen het schoolbestuur hoe het ging en wat we verbeteren, zodat we altijd klaar zijn.
SC.01;It-services die aan de organisatie worden geleverd, worden gedefinieerd in het contract en in de bijhorende Service Level Agreement (SLA). Er zijn maatregelen genomen om ervoor te zorgen dat diensten voldoen aan de huidige en toekomstige behoeften van de organisatie.;Er is geen contract of SLA met onze it-diensten. We weten niet wat we krijgen.;We hebben een paar simpele afspraken over wat we van it-diensten verwachten, maar niets over hoe we dat controleren.;We hebben een SLA die past bij wat we nodig hebben, goedgekeurd door het schoolbestuur. Daarin staat wat we krijgen en hoe we dat meten, met regelmatige rapporten.;In de SLA staan extra afspraken over beveiliging en wat we doen als de dienst stopt, zoals wie de gegevens terugkrijgt.;We weten precies wat een beveiligingsprobleem is en laten dat apart zien, zodat we goed weten hoe veilig alles is.
SC.02;Business requirements en de manier waarop it-services en serviceniveaus bedrijfsprocessen ondersteunen, worden periodiek geanalyseerd. Nagegaan wordt of overeengekomen serviceniveaus worden gehaald. Afwijkingen worden besproken met leveranciers.;Er is geen manier om te kijken of onze it-diensten goed werken.;We hebben een simpele manier om te kijken naar it-diensten, maar die is niet officieel en geldt niet overal.;We hebben een officieel plan om te kijken of it-diensten ons werk goed helpen, goedgekeurd door het schoolbestuur. We maken rapporten en praten met leveranciers als het niet goed is.;We kijken minstens één keer per jaar of it-diensten doen wat ze moeten. Als het niet goed is, doen we iets. We controleren of ons plan werkt en maken het beter.;We kijken steeds of wat we nodig hebben verandert, en of onze it-diensten dat aankunnen. Dit helpt ons om te weten wat we nog meer nodig hebben.
SC.03;Risico's met betrekking tot het vermogen van leveranciers om effectieve dienstverlening op een veilige en efficiënte manier voort te zetten, worden voortdurend geïdentificeerd en beperkt. Contracten voldoen aan universele zakelijke standaarden in overeenstemming met wet- en regelgeving. Leveranciersrisicomanagement neemt aspecten in overweging als niet-openbaarmakingsovereenkomsten (non-disclosure agreements, NDA’s), escrowcontracten, voortdurende levensvatbaarheid van de leverancier, conformiteit met beveiligingseisen, alternatieve leveranciers, boetes en beloningen, enzovoort.;Er is geen manier om te kijken naar risico’s bij leveranciers. We tekenen contracten zonder te weten wat de risico’s zijn.;We hebben een simpele manier om naar leveranciersrisico’s te kijken, maar die is niet overal. We gebruiken een lijst voor cloud-diensten, maar schrijven weinig op.;We weten welke risico’s er zijn bij leveranciers en doen daar iets aan. Onze contracten passen bij de wet en goede afspraken, zoals geheimhouding en extra zekerheden.;We kijken minstens één keer per jaar of ons risicoplan werkt, en maken het beter. We controleren ook hoe veilig leveranciers werken.;We kijken steeds naar risico’s bij leveranciers en maken ze kleiner. We controleren alles goed en weten zeker dat het veilig is.
SC.04;De status van de interne beheersmaatregelen van externe dienstverleners wordt beoordeeld. Er zijn procedures om te zorgen dat externe dienstverleners voldoen aan wet- en regelgeving en contractuele verplichtingen.;We kijken niet hoe goed externe partijen hun werk doen.;We hebben een paar simpele manieren om te kijken naar externe partijen, maar die zijn niet vast.;We hebben een officieel plan om te controleren of externe partijen goed werken, en dat doen we minstens één keer per jaar. We zorgen dat ze aan de wet en onze afspraken houden.;We gebruiken controles van buiten (zoals audits) of onze eigen rechten om te kijken of alles klopt. Dit doen we vaak en goed.;We krijgen elke maand info van systemen over hoe goed externe partijen het doen. Dit helpt ons om alles in de gaten te houden en te verbeteren.
VW.01;De organisatie houdt periodiek interne en externe stakeholders op de hoogte over de naleving van de AVG.;We maken geen verslag over hoe we met de AVG omgaan. Afdelingen vertellen ons niets, dus we weten niet hoe het gaat.;We maken soms een verslag over de AVG, maar dat is niet officieel. De FG helpt niet altijd, en afdelingen geven info, maar niet goed geregeld.;We hebben een officieel plan om een verslag te maken over hoe we de AVG volgen, en delen dat met het schoolbestuur en anderen. De FG helpt mee. Afdelingen geven info op een vaste manier. Het verslag gaat over het register, DPIA’s, datalekken, verzoeken, klachten en verbeteringen.;We kijken minstens één keer per jaar of ons verslag goed is en maken het beter. We maken plannen en laten zien hoe die gaan, zodat iedereen weet wat we doen.;Ons verslagproces is vast en wordt altijd gevolgd. We verbeteren het steeds en vertellen ook tussendoor belangrijke dingen. We maken info makkelijk, zoals met plaatjes, en leren van andere organisaties hoe zij het doen.
